816-58-8421|Ballard|Schaden|M|1/22/1955|2|7683 Joy Grove Apt. 349|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Colombia|498.8|True|Healthcare|224.4|credit|home_financing|15|3.02|8/16/2030|0.05|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|816-58-8421_credit
684-87-8734|Dewey|Langworth|M|3/30/1937|3|3422 Waverly Center Apt. 085|Waterloo|WI|53594|43.1832|-88.9838|5144|162800|United States|11.1282661044|True|Textiles	 apparel	 luxury|1.0|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1.0|-18.89|1|684-87-8734_deposit_account
743-51-6060|Steve|Adams|M|3/26/1951|4|83749 Nadine Ridge|Inglewood|CA|90305|33.9583|-118.3258|135222|415600|United States|9.88422410742|False|Media|1.2|credit|home_financing|30|3.68|10/8/2032|0.04|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|743-51-6060_credit
743-51-6060|Steve|Adams|M|3/26/1951|4|83749 Nadine Ridge|Inglewood|CA|90305|33.9583|-118.3258|135222|415600|United States|9.88422410742|False|Media|1.2|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1.1|-3.75|0|743-51-6060_deposit_account
743-51-6060|Steve|Adams|M|3/26/1951|4|83749 Nadine Ridge|Inglewood|CA|90305|33.9583|-118.3258|135222|415600|United States|9.88422410742|False|Media|1.2|investment|brokerage|NULL|NULL|NULL|NULL|0.10|-4.96|-0.23|1|0|1|1|0|0|0|0|0|NULL|NULL|NULL|743-51-6060_investment
471-50-6598|Jasiah|Leannon|M|5/20/1968|3|058 Owen Circle|Petersburg|TN|37144|35.2924|-86.6447|3344|100900|United States|11.4755123944|True|Transportation/Logistics|5.3|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4.86|8.21|1|471-50-6598_deposit_account
471-50-6598|Jasiah|Leannon|M|5/20/1968|3|058 Owen Circle|Petersburg|TN|37144|35.2924|-86.6447|3344|100900|United States|11.4755123944|True|Transportation/Logistics|5.3|investment|custody|NULL|NULL|NULL|NULL|0.44|-4.16|2.48|0|0|0|0|1|0|0|0|0|NULL|NULL|NULL|471-50-6598_investment
424-08-5149|Hence|Lueilwitz|M|3/10/1956|0|75152 Harlen Pass|Wykagyl|NY|10804|40.9491|-73.7863|14146|714700|United States|11.4086052203|True|Non-profit|4.4|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4.4|2.91|1|424-08-5149_deposit_account
712-67-8725|Cecilia|Barrows|F|2/1/1960|2|10201 Corwin Inlet Apt. 707|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Republic of China (Taiwan)|9.46117014905|False|Industrial conglomerate|2.7|credit|home_financing|15|3.38|1/8/2021|0.04|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|712-67-8725_credit
013-40-4109|Austyn|Kautzer|M|8/15/1949|6|209 Rolfson Canyon|NULL|NULL|NULL|NULL|NULL|NULL|NULL|India|11.8243213319|True|Real estate|4.8|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4.68|-5.84|1|013-40-4109_deposit_account
013-40-4109|Austyn|Kautzer|M|8/15/1949|6|209 Rolfson Canyon|NULL|NULL|NULL|NULL|NULL|NULL|NULL|India|11.8243213319|True|Real estate|4.8|investment|brokerage|NULL|NULL|NULL|NULL|0.12|0.80|-3.11|1|0|0|1|0|1|0|0|0|NULL|NULL|NULL|013-40-4109_investment
001-32-0964|Marcie|Sipes|F|11/20/1954|1|8923 Kling Lakes|South Holland|IL|60473|41.5979|-87.5938|22439|128400|United States|10.6619836024|True|Finance|4.6|investment|brokerage|NULL|NULL|NULL|NULL|0.65|0.96|1.29|0|1|0|0|0|1|0|0|1|NULL|NULL|NULL|001-32-0964_investment
001-32-0964|Marcie|Sipes|F|11/20/1954|1|8923 Kling Lakes|South Holland|IL|60473|41.5979|-87.5938|22439|128400|United States|10.6619836024|True|Finance|4.6|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3.95|4.31|1|001-32-0964_deposit_account
001-32-0964|Marcie|Sipes|F|11/20/1954|1|8923 Kling Lakes|South Holland|IL|60473|41.5979|-87.5938|22439|128400|United States|10.6619836024|True|Finance|4.6|credit|home_financing|30|3.86|6/29/2044|0.02|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|001-32-0964_credit
597-47-9277|Milagros|Tillman|F|11/13/1962|1|66186 Casimer Drives|League City|TX|77573|29.5173|-95.0963|71580|214500|United States|11.5255963313|False|Media|1.5|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1.22|-1.16|1|597-47-9277_deposit_account
597-47-9277|Milagros|Tillman|F|11/13/1962|1|66186 Casimer Drives|League City|TX|77573|29.5173|-95.0963|71580|214500|United States|11.5255963313|False|Media|1.5|investment|brokerage|NULL|NULL|NULL|NULL|0.28|-3.31|-1.61|0|0|1|0|0|1|0|0|0|NULL|NULL|NULL|597-47-9277_investment
985-85-6424|Roseanna|Schuppe|F|3/30/1936|3|713 Cherri Mills|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Switzerland|8.5863134243|True|Finance|3.9|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3.9|-7.79|1|985-85-6424_deposit_account
985-85-6424|Roseanna|Schuppe|F|3/30/1936|3|713 Cherri Mills|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Switzerland|8.5863134243|True|Finance|3.9|credit|custom_financing|10|2.99|10/27/2016|0.03|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|985-85-6424_credit
264-22-2490|Royal|Torphy|M|4/2/1966|2|09090 Erie Trafficway Suite 636|Warsaw|NY|14569|42.741|-78.1429|6211|88400|United States|10.4282160232|True|Finance|4.4|credit|home_financing|30|3.45|6/13/2027|0.02|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|264-22-2490_credit
264-22-2490|Royal|Torphy|M|4/2/1966|2|09090 Erie Trafficway Suite 636|Warsaw|NY|14569|42.741|-78.1429|6211|88400|United States|10.4282160232|True|Finance|4.4|investment|brokerage|NULL|NULL|NULL|NULL|0.34|5.58|1.28|1|0|0|0|1|0|0|0|0|NULL|NULL|NULL|264-22-2490_investment
264-22-2490|Royal|Torphy|M|4/2/1966|2|09090 Erie Trafficway Suite 636|Warsaw|NY|14569|42.741|-78.1429|6211|88400|United States|10.4282160232|True|Finance|4.4|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4.06|-3.99|1|264-22-2490_deposit_account
264-22-2490|Royal|Torphy|M|4/2/1966|2|09090 Erie Trafficway Suite 636|Warsaw|NY|14569|42.741|-78.1429|6211|88400|United States|10.4282160232|True|Finance|4.4|credit|custom_financing|15|3.45|12/14/2027|0.04|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|264-22-2490_credit
512-46-7954|Kurt|Bernier|M|11/16/1963|3|9104 Collis Square Suite 929|Saint Petersburg|FL|33704|27.7954|-82.6373|341043|291200|United States|9.65998502789|False|Healthcare|4.3|credit|home_financing|15|2.95|9/7/2029|0.02|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|512-46-7954_credit
512-46-7954|Kurt|Bernier|M|11/16/1963|3|9104 Collis Square Suite 929|Saint Petersburg|FL|33704|27.7954|-82.6373|341043|291200|United States|9.65998502789|False|Healthcare|4.3|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2.54|2.60|1|512-46-7954_deposit_account
512-46-7954|Kurt|Bernier|M|11/16/1963|3|9104 Collis Square Suite 929|Saint Petersburg|FL|33704|27.7954|-82.6373|341043|291200|United States|9.65998502789|False|Healthcare|4.3|investment|brokerage|NULL|NULL|NULL|NULL|0.59|-1.96|3.04|0|1|0|0|0|0|0|0|1|NULL|NULL|NULL|512-46-7954_investment
512-46-7954|Kurt|Bernier|M|11/16/1963|3|9104 Collis Square Suite 929|Saint Petersburg|FL|33704|27.7954|-82.6373|341043|291200|United States|9.65998502789|False|Healthcare|4.3|investment|custody|NULL|NULL|NULL|NULL|0.46|4.10|1.98|1|0|0|0|0|1|0|0|0|NULL|NULL|NULL|512-46-7954_investment
512-46-7954|Kurt|Bernier|M|11/16/1963|3|9104 Collis Square Suite 929|Saint Petersburg|FL|33704|27.7954|-82.6373|341043|291200|United States|9.65998502789|False|Healthcare|4.3|investment|trust|NULL|NULL|NULL|NULL|0.71|-2.13|0.11|0|0|0|0|0|0|0|0|0|NULL|NULL|NULL|512-46-7954_investment
246-58-7646|Devan|Harris|M|11/22/1970|0|5601 Kianna Harbors Suite 388|Cincinnati|OH|45214|39.1219|-84.5506|795220|46300|United States|11.0578782544|True|Industrial conglomerate|3.2|investment|brokerage|NULL|NULL|NULL|NULL|0.21|-1.88|-0.44|0|0|0|0|0|0|0|0|0|NULL|NULL|NULL|246-58-7646_investment
246-58-7646|Devan|Harris|M|11/22/1970|0|5601 Kianna Harbors Suite 388|Cincinnati|OH|45214|39.1219|-84.5506|795220|46300|United States|11.0578782544|True|Industrial conglomerate|3.2|credit|home_financing|30|3.60|12/23/2028|0.04|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|246-58-7646_credit
221-80-3097|Antoine|Carroll|M|11/29/1950|3|53968 Hansel Trail|Reinholds|PA|17569|40.2688|-76.1013|5448|188000|United States|9.35012123496|True|Non-profit|4.1|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3.87|-3.83|1|221-80-3097_deposit_account
221-80-3097|Antoine|Carroll|M|11/29/1950|3|53968 Hansel Trail|Reinholds|PA|17569|40.2688|-76.1013|5448|188000|United States|9.35012123496|True|Non-profit|4.1|investment|brokerage|NULL|NULL|NULL|NULL|0.23|1.75|-0.13|0|0|0|1|0|0|1|0|0|NULL|NULL|NULL|221-80-3097_investment
474-70-7092|Hurley|Grimes|M|3/16/1969|1|19706 Ratke Squares Suite 184|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Germany|258.4|True|Finance|109.5|credit|home_financing|30|3.92|2/12/2029|0.01|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|474-70-7092_credit
474-70-7092|Hurley|Grimes|M|3/16/1969|1|19706 Ratke Squares Suite 184|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Germany|258.4|True|Finance|109.5|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|109.5|-2.60|1|474-70-7092_deposit_account
365-05-4248|Dereck|Koch|M|10/31/1967|4|2007 Shara Junctions|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Israel|8.14095478155|True|Basic Materials|4.0|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4.0|-2.58|1|365-05-4248_deposit_account
177-90-4773|Jonas|Mayer|M|9/6/1962|0|9822 Prosacco Stream|Whiting|IN|46394|41.6787|-87.5005|12258|105000|United States|403.1|True|Non-profit|124.7|credit|home_financing|30|3.45|8/13/2036|0.04|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|177-90-4773_credit
177-90-4773|Jonas|Mayer|M|9/6/1962|0|9822 Prosacco Stream|Whiting|IN|46394|41.6787|-87.5005|12258|105000|United States|403.1|True|Non-profit|124.7|investment|custody|NULL|NULL|NULL|NULL|17.82|4.52|1.44|0|0|0|0|0|0|0|1|0|NULL|NULL|NULL|177-90-4773_investment
177-90-4773|Jonas|Mayer|M|9/6/1962|0|9822 Prosacco Stream|Whiting|IN|46394|41.6787|-87.5005|12258|105000|United States|403.1|True|Non-profit|124.7|investment|brokerage|NULL|NULL|NULL|NULL|2.55|4.75|2.39|0|0|0|0|0|0|0|1|0|NULL|NULL|NULL|177-90-4773_investment
902-51-5672|Edgar|Monahan|M|7/31/1952|2|203 Chiquita Unions Suite 444|Carthage|TN|37030|36.2763|-85.9517|6982|106100|United States|9.7|False|Non-profit|2.7|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2.22|3.96|1|902-51-5672_deposit_account
902-51-5672|Edgar|Monahan|M|7/31/1952|2|203 Chiquita Unions Suite 444|Carthage|TN|37030|36.2763|-85.9517|6982|106100|United States|9.7|False|Non-profit|2.7|investment|investment_management|NULL|NULL|NULL|NULL|0.34|-2.96|-4.55|1|1|0|1|0|0|0|0|0|NULL|NULL|NULL|902-51-5672_investment
902-51-5672|Edgar|Monahan|M|7/31/1952|2|203 Chiquita Unions Suite 444|Carthage|TN|37030|36.2763|-85.9517|6982|106100|United States|9.7|False|Non-profit|2.7|investment|brokerage|NULL|NULL|NULL|NULL|0.14|-0.63|0.01|0|0|1|0|0|0|0|1|0|NULL|NULL|NULL|902-51-5672_investment
254-59-6528|Noel|Collier|F|2/20/1969|2|613 Pagac Fork Apt. 930|Hartland|VT|05048|43.5708|-72.4131|2429|234000|United States|9.86973462187|False|Industrial conglomerate|4.8|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3.87|4.25|1|254-59-6528_deposit_account
254-59-6528|Noel|Collier|F|2/20/1969|2|613 Pagac Fork Apt. 930|Hartland|VT|05048|43.5708|-72.4131|2429|234000|United States|9.86973462187|False|Industrial conglomerate|4.8|investment|brokerage|NULL|NULL|NULL|NULL|0.93|0.56|2.15|0|0|0|0|1|0|0|0|1|NULL|NULL|NULL|254-59-6528_investment
462-38-2450|Florida|Wolff|F|10/17/1950|3|29980 Cassin Brooks|Redondo Beach|CA|90277|33.8307|-118.3832|75364|1031900|United States|10.5805421914|False|Textiles	 apparel	 luxury|1.6|investment|brokerage|NULL|NULL|NULL|NULL|0.14|-0.22|2.63|0|0|0|0|0|0|0|0|0|NULL|NULL|NULL|462-38-2450_investment
462-38-2450|Florida|Wolff|F|10/17/1950|3|29980 Cassin Brooks|Redondo Beach|CA|90277|33.8307|-118.3832|75364|1031900|United States|10.5805421914|False|Textiles	 apparel	 luxury|1.6|credit|home_financing|15|3.34|4/14/2024|0.03|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|462-38-2450_credit
753-34-3143|Chauncy|Walter|M|10/19/1948|4|5219 Blick Lock Suite 626|Laguna Beach|CA|92651|33.5429|-117.7813|23881|1592800|United States|10.6258868559|True|Finance|1.0|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1.0|-14.25|1|753-34-3143_deposit_account
018-28-6763|Florencio|Borer|M|8/11/1956|1|3981 Permelia Plains|Olyphant|PA|18447|41.4677|-75.6015|10548|118300|United States|11.5084837414|True|Finance|4.7|investment|brokerage|NULL|NULL|NULL|NULL|0.79|-4.96|1.34|0|0|1|0|1|0|0|0|0|NULL|NULL|NULL|018-28-6763_investment
018-28-6763|Florencio|Borer|M|8/11/1956|1|3981 Permelia Plains|Olyphant|PA|18447|41.4677|-75.6015|10548|118300|United States|11.5084837414|True|Finance|4.7|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3.09|2.46|1|018-28-6763_deposit_account
018-28-6763|Florencio|Borer|M|8/11/1956|1|3981 Permelia Plains|Olyphant|PA|18447|41.4677|-75.6015|10548|118300|United States|11.5084837414|True|Finance|4.7|investment|investment_management|NULL|NULL|NULL|NULL|0.82|-0.73|0.70|0|0|1|0|0|1|0|0|0|NULL|NULL|NULL|018-28-6763_investment
967-65-4107|Avery|Buckridge|M|11/15/1970|1|9538 Quitzon Street Apt. 966|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Cyprus|8.21942748055|True|Transportation/Logistics|3.2|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3.2|-4.80|1|967-65-4107_deposit_account
953-73-8665|Jerimy|VonRueden|M|9/30/1987|0|6784 Berge Parkways|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Norway|8.33519974004|True|Media|3.5|credit|home_financing|30|3.69|8/30/2027|0.04|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|953-73-8665_credit
647-47-1450|Demian|Witting|M|1/21/1946|1|1188 Kovacek Crescent Suite 931|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Cyprus|10.2938173389|True|Finance|3.8|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3.8|-7.32|1|647-47-1450_deposit_account
019-29-5388|Augusta|Murphy|F|1/29/1943|0|909 Omer Inlet|Saint Johnsville|NY|13452|43.017|-74.646|4629|78400|United States|22.3|True|Tech|4.7|credit|home_financing|30|4.23|12/28/2025|0.02|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|019-29-5388_credit
019-29-5388|Augusta|Murphy|F|1/29/1943|0|909 Omer Inlet|Saint Johnsville|NY|13452|43.017|-74.646|4629|78400|United States|22.3|True|Tech|4.7|credit|custom_financing|30|3.51|12/4/2032|0.01|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|019-29-5388_credit
019-29-5388|Augusta|Murphy|F|1/29/1943|0|909 Omer Inlet|Saint Johnsville|NY|13452|43.017|-74.646|4629|78400|United States|22.3|True|Tech|4.7|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4.44|-6.97|1|019-29-5388_deposit_account
019-29-5388|Augusta|Murphy|F|1/29/1943|0|909 Omer Inlet|Saint Johnsville|NY|13452|43.017|-74.646|4629|78400|United States|22.3|True|Tech|4.7|investment|brokerage|NULL|NULL|NULL|NULL|0.26|-5.75|1.04|0|1|0|0|0|0|0|0|0|NULL|NULL|NULL|019-29-5388_investment
841-74-0518|Arvo|Emard|M|7/5/1951|0|12363 Marvin Flats Apt. 904|Port Saint Joe|FL|32456|29.9323|-85.2354|6966|212600|United States|8.19849044287|True|Textiles	 apparel	 luxury|2.1|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1.71|5.47|1|841-74-0518_deposit_account
841-74-0518|Arvo|Emard|M|7/5/1951|0|12363 Marvin Flats Apt. 904|Port Saint Joe|FL|32456|29.9323|-85.2354|6966|212600|United States|8.19849044287|True|Textiles	 apparel	 luxury|2.1|investment|brokerage|NULL|NULL|NULL|NULL|0.39|3.93|0.85|0|0|0|0|0|0|0|0|0|NULL|NULL|NULL|841-74-0518_investment
246-63-2790|Deshawn|Bauch|M|11/20/1954|2|679 Mayer Cove Suite 884|Ashland|NE|68003|41.0541|-96.3904|4284|136500|United States|9.23156063578|True|Industrial conglomerate|1.7|credit|securities_credit|30|3.61|7/2/2020|0.01|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|246-63-2790_credit
246-63-2790|Deshawn|Bauch|M|11/20/1954|2|679 Mayer Cove Suite 884|Ashland|NE|68003|41.0541|-96.3904|4284|136500|United States|9.23156063578|True|Industrial conglomerate|1.7|credit|custom_financing|15|3.41|7/3/2030|0.05|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|246-63-2790_credit
827-71-9441|Berton|Collier|M|9/15/1963|0|798 Williamson Streets|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Cyprus|11.1089187548|False|Real estate|1.1|credit|home_financing|5|2.72|9/20/2016|0.05|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|827-71-9441_credit
130-79-7490|Guido|Wisozk|M|8/8/1958|2|20988 Dan Trafficway|Princeville|IL|61559|40.9093|-89.7723|3332|132000|United States|11.7396471197|True|Tech|1.3|credit|home_financing|30|3.32|11/14/2038|0.03|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|130-79-7490_credit
130-79-7490|Guido|Wisozk|M|8/8/1958|2|20988 Dan Trafficway|Princeville|IL|61559|40.9093|-89.7723|3332|132000|United States|11.7396471197|True|Tech|1.3|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1.05|3.42|1|130-79-7490_deposit_account
130-79-7490|Guido|Wisozk|M|8/8/1958|2|20988 Dan Trafficway|Princeville|IL|61559|40.9093|-89.7723|3332|132000|United States|11.7396471197|True|Tech|1.3|investment|brokerage|NULL|NULL|NULL|NULL|0.25|-3.06|-0.96|0|1|0|1|1|0|0|0|0|NULL|NULL|NULL|130-79-7490_investment
086-16-8300|Erastus|Predovic|M|10/12/1971|2|85926 Auer Points|Arabi|LA|70032|29.9612|-89.9965|3635|138700|United States|9.55802638582|True|Finance|1.6|deposit_account|deposit_account|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1.6|2.61|1|086-16-8300_deposit_account
086-16-8300|Erastus|Predovic|M|10/12/1971|2|85926 Auer Points|Arabi|LA|70032|29.9612|-89.9965|3635|138700|United States|9.55802638582|True|Finance|1.6|credit|home_financing|30|3.76|12/29/2035|0.01|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|086-16-8300_credit
169-43-1415|Amil|Witting|M|11/29/1977|0|74811 Barrett Summit|Huachuca City|AZ|85616|31.6639|-110.3334|5566|96500|United States|8.15780265254|True|Finance|1.0|investment|brokerage|NULL|NULL|NULL|NULL|0.08|-2.55|-1.94|0|0|0|1|0|1|0|0|0|NULL|NULL|NULL|169-43-1415_investment
